"vo_avg s valence electrons","vo_avg p valence electrons","vo_avg d valence electrons","vo_avg f valence electrons","PymatgenData mean Z","PymatgenData mean ionization_energy","PymatgenData mean electron_affinity","band center","PymatgenData mean atomic_radius","PymatgenData mean max_oxidation_state","PymatgenData mean X","PymatgenData mean mendeleev_no","PymatgenData mean row","PymatgenData mean group","PymatgenData mean atomic_mass","min_diff_X_all_atoms","reactionEnergy"
2,0,3.6,11.2,63.6,7.3388954,0.018456,3.63782088840581,1.51,3.6,1.37,55.2,5.6,5.6,155.8738,0.35,-1.06277188995497
2,0,2,11.2,65.6,6.7868812,0.2291138,3.43583469473015,1.55,4,1.306,49.8,5.8,4,161.0368,0.03,-0.994411995658965
2,0.8,10,2.8,55.2,6.71658536,0.1352,3.38981553965992,1.54,3.2,1.824,78,5.2,12.8,131.9724,0.22,0.678944708140108
2,0,7.6,14,77.6,9.2611168,1.147245696,5.31807136476688,1.38,5.6,2.16,67.6,6,9.6,193.8916,0.2,-0.39809479075754
2,0,2.8,2.8,61.6,6.5490208,0.34203696,3.38473448225935,1.86,3.2,1.28,41.2,6,4.8,151.242376,0.9,-0.738556958857743
1.2,0,6,2.8,49.6,7.7614448,0.4937904,4.150080942036,1.46,5.6,2.128,59.6,5.2,7.2,116.87,0.16,-0.898717858056415
1.2,0,5.2,2.8,48.8,7.4945808,0.6299256,4.07086276054913,1.46,4.8,1.68,57.2,5.2,6.4,114.443104,0.4,-1.07701487255596
2,1.6,10,14,81.6,8.02084472,0.18137696,4.12591580572823,1.74,4,2.264,80.4,6,13.6,205.878,0.33,0.737454081540847
0.4,0,10,2.8,52.8,8.756972,0.34571296,4.5917427643993,1.42,4,2.16,70,5.2,10.4,125.254,0.2,-0.282690223360049
1.2,0,9.2,14,78.4,9.2545648,1.596084,5.50010455528296,1.38,5.6,2.224,69.2,6,10.4,196.1852,0.28,-0.303049780758528
2,0,6,14,76,8.3543168,-0.055682688,4.23023375549444,1.38,6.4,1.92,61.2,6,8,189.0836,0.1,-0.583528806858311
1.2,0,8.4,2.8,52,8.0546208,0.8103136,4.46846595642682,1.38,5.6,2.224,66.8,5.2,9.6,122.4424,0.28,-0.434779545658756
1.2,0,7.6,2.8,51.2,7.9759008,0.7330176,4.39114772879322,1.34,7.2,2.16,64.4,5.2,8.8,120.974,0.2,-0.432433380256924
2,0,2.8,2.8,32.8,7.3366928,0.039504184,3.68229639058547,1.58,3.2,1.488,30,4.4,4.8,76.0827296,0.64,-1.1866740283576
2,1.6,10,2.8,56,7.9626352,0.78565616,4.41018466944585,1.46,4,1.968,81.2,5.2,13.6,135.086,0.04,0.600117274742871
2,0,4.4,14,74.4,8.1271576,0.159087384,4.30652897938201,1.46,4.8,1.6,56.4,6,6.4,184.876304,0.5,-1.07182484525671
2,0,6,2.8,50.4,7.7830048,0.3376,4.1448115551912,1.38,6.4,1.92,62,5.2,8,118.518,0.1,-0.558581682259472
2,0,3.6,2.8,33.6,7.5499968,-0.043564,3.75089769877547,1.42,4,1.632,55.6,4.4,5.6,78.4116,0.46,-1.12926603575667
2,0.8,10,14,80.8,6.97413064,0.152042552,3.48829164008917,1.82,3.2,1.696,77.2,6,12.8,203.62464,0.38,0.702629904740235
2,0,4.4,2.8,34.4,7.4844504,0.3181296,3.90813330589447,1.38,4.8,1.704,58,4.4,6.4,80.8712,0.37,-1.04556205025708
2,0,5.2,14,75.2,8.3787248,0.549200656,4.55102950046072,1.38,5.6,2.288,58.8,6,7.2,187.19,0.36,-1.03203091745942
2,0,2.8,2.8,47.2,7.0613088,0.14503376,3.58425586215432,1.74,3.2,1.376,34.8,5.2,4.8,111.24268,0.78,-1.11369350505717
2,0,10,2.8,40,9.6028584,-0.6,4.79736924046628,1.38,2.4,1.72,75.6,4.4,12,92.4452,0.35,0.441774912244938
2,0,3.6,2.8,48,7.3948016,0.2426312,3.81739359215275,1.54,4,1.464,54,5.2,5.6,113.0972,0.67,-1.0851435931572
2,0.5,10,7,64.5,8.11192985,-0.1105,3.98530928464838,1.525,3.5,1.89,76.5,5.5,12.5,157.704,0.22,0.732891412641976
2,0,5.5,7,68.5,8.007202,0.0187731,3.98157470086343,1.725,3.5,1.55,53.5,6,7.5,169.747735,0.9,-0.462176919459097
2,0,7.5,7,52.5,8.935771,-0.52,4.40473132507047,1.45,5.5,1.775,67,5,9.5,127.7640225,0.45,1.69841376234129
1.5,0,7.5,7,61,8.764967,0.113619,4.52259131123395,1.475,5,2.08,65,5.5,9,148.265,0.16,0.375341719941417
1.5,0,7,7,60.5,8.598177,0.1987035,4.46844099941865,1.475,4.5,1.8,63.5,5.5,8.5,146.74819,0.4,-0.644497000956989
2,0,9,7,54,9.038691,0.3185806,4.79234889175762,1.425,4,1.955,70.5,5,11,129.6417,0.0900000000000001,-0.146243500864301
2,1,10,14,81,8.92709195,-0.0816394,4.50611442261562,1.65,4,2.165,78,6,13,203.895,0.33,0.899672705440963
1,0,10,7,63,9.3871715,0.0210706,4.817680095431,1.45,4,2.1,71.5,5.5,11,153.505,0.2,0.136303454442015
1.5,0,9.5,14,79,9.698167,0.8025525,5.39304234671078,1.425,5,2.14,71,6,11,197.837,0.28,-0.153773571156279
1.5,0,9,7,62.5,8.948202,0.311446,4.73642890737802,1.425,5,2.14,69.5,5.5,10.5,151.74775,0.28,-0.29552338406117
2,0,5.5,7,50.5,8.499497,-0.170309885,4.19687663427574,1.55,3.5,1.68,46.5,5,7.5,122.772956,0.64,-0.660530220457957
2,0,6.5,14,76.5,8.9935375,-0.095570385,4.62840760296505,1.475,4.5,1.75,63,6,8.5,190.76894,0.5,-0.75473140545634
2,0,6,7,51,8.632812,-0.2222275,4.24557484779424,1.45,4,1.77,62.5,5,8,124.2285,0.46,-0.662699239855073
2,0.5,10,14,80.5,8.27289565,-0.099973405,4.05728001283,1.7,3.5,1.81,76,6,12.5,202.48665,0.38,0.83367897714291
2,0,5.5,7,59.5,8.327382,-0.1043539,4.12668545439723,1.65,3.5,1.61,49.5,5.5,7.5,144.747925,0.78,-0.672301320860214
2,0,6,7,60,8.535815,-0.0433555,4.29246069544441,1.525,4,1.665,61.5,5.5,8,145.907,0.67,-0.68312505695846
2,0.2,10,11.2,73.8,9.50727434,-0.3562,4.6854142676737,1.51,3.8,1.956,75,5.8,12.2,183.4356,0.22,0.891672014441639
2,0,9.4,14,79.4,10.1434072,-0.103188576,5.24375653452658,1.47,4.4,2.04,72.4,6,11.4,198.9154,0.2,-0.470696531657239
2,0,8.2,11.2,75.4,9.4653832,-0.30449076,4.68365751631239,1.59,3.8,1.82,65.8,6,10.2,188.253094,0.9,0.181735853043421
2,0,9,11.2,69,9.8368108,-0.52,4.87675516359357,1.48,4.6,1.91,71.2,5.6,11,171.459609,0.45,0.264728124843742
1.8,0,9,11.2,72.4,9.7684892,-0.2665524,4.92853813073205,1.49,4.4,2.032,70.4,5.8,10.8,179.66,0.16,-0.375180628557217
1.8,0,8.8,11.2,72.2,9.7017732,-0.2325186,4.90484846573215,1.49,4.2,1.92,69.8,5.8,10.6,179.053276,0.4,-0.192827621361147
2,0,9.6,11.2,69.6,9.8779788,-0.18456776,5.04408683564295,1.47,4,1.982,72.6,5.6,11.6,172.21068,0.0900000000000001,0.289998520643195
2,0,9.2,14,79.2,10.0376492,-0.200467752,5.1544009076087,1.46,4.8,2.04,71.8,6,11.2,198.518,0.2,-0.787379895856219
2,0.4,10,14,80.4,9.83333918,-0.34465576,4.92134792511129,1.56,4,2.066,75.6,6,12.4,201.912,0.33,0.689127616145044
1.6,0,10,11.2,73.2,10.017371,-0.30357176,5.05473470375218,1.48,4,2.04,73,5.8,11.6,181.756,0.2,0.596545780540538
1.8,0,9.8,14,79.6,10.1417692,0.009021,5.28806415606757,1.47,4.4,2.056,72.8,6,11.6,199.4888,0.28,0.0090330909415854
2,0,9,14,79,9.9167072,-0.403920672,4.9521645932187,1.47,4.6,1.98,70.8,6,11,197.7134,0.1,-0.828708817857631
1.8,0,9.6,11.2,73,9.8417832,-0.1874216,5.02046093970585,1.47,4.4,2.056,72.2,5.8,11.4,181.0531,0.28,0.0434598453403225
1.8,0,9.4,11.2,72.8,9.8221032,-0.2067456,4.99860122340053,1.46,4.8,2.04,71.6,5.8,11.2,180.686,0.2,-0.370562856761325
2,0,8.2,11.2,68.2,9.6623012,-0.380123954,4.78336657754188,1.52,3.8,1.872,63,5.6,10.2,169.4631824,0.64,0.102447050639086
2,0.4,10,11.2,74,9.8187868,-0.19358596,5.00401004637448,1.49,4,1.992,75.8,5.8,12.4,184.214,0.04,0.981279509743246
2,0,8.6,14,78.6,9.8599174,-0.350228154,4.97434408121846,1.49,4.2,1.9,69.6,6,10.6,196.661576,0.5,-0.420713709357159
2,0,9,11.2,72.6,9.7738792,-0.3056,4.92697293543484,1.47,4.6,1.98,71,5.8,11,180.072,0.1,-0.484530663058621
2,0,8.4,11.2,68.4,9.7156272,-0.400891,4.80549117458137,1.48,4,1.908,69.4,5.6,10.4,170.0454,0.46,0.0201403697401759
2,0.2,10,14,80.2,9.57166066,-0.351989362,4.71907821964366,1.58,3.8,1.924,74.8,6,12.2,201.34866,0.38,1.1242690733425
2,0,8.6,11.2,68.6,9.6992406,-0.3104676,4.85507922817612,1.47,4.2,1.926,70,5.6,10.6,170.6603,0.37,-0.122201971159456
2,0,8.8,14,78.8,9.9228092,-0.252699836,5.04349264469282,1.47,4.4,2.072,70.2,6,10.8,197.24,0.36,-0.645658790955139
2,0,8.2,11.2,71.8,9.5934552,-0.35374156,4.75120457201347,1.56,3.8,1.844,64.2,5.8,10.2,178.25317,0.78,0.0936524674407622
2,0,10,11.2,70,10.2288426,-0.54,5.11039848470868,1.47,3.6,1.93,74.4,5.6,12,173.5538,0.35,0.77146899154198
2,0,8.4,11.2,72,9.6768284,-0.3293422,4.82664896274019,1.51,4,1.866,69,5.8,10.4,178.7168,0.67,-0.0647505763581364
2,1,10,0,49,5.7863557,0.299,3.04311774461028,1.55,3,1.78,79,5,13,114.818,0,0.862897880841985
2,0.2,7.6,11.2,71.4,8.33088714,1.311045696,4.77415869621316,1.39,5.4,2.116,68.6,5.8,9.8,176.7372,0.42,-0.411056797357531
2,0.2,2.8,0,55.4,5.61879114,0.50583696,3.03855635896668,1.87,3,1.236,42.2,5.8,5,134.087976,0.68,-0.733582581858144
1.2,0.2,6,0,43.4,6.83121514,0.6575904,3.72562601372278,1.47,5.4,2.084,60.6,5,7.4,99.7156,0.38,-0.861809969656832
1.2,0.2,5.2,0,42.6,6.56435114,0.7937256,3.6545099748239,1.47,4.6,1.636,58.2,5,6.6,97.288704,0.18,-1.01417780066092
2,0.2,8.4,0,32.2,7.26917354,0.98552896,4.08749271486392,1.39,3.8,1.884,69.4,4.2,10.6,69.91832,0.13,-0.547188275856541
2,0.2,6.8,11.2,70.6,7.90785514,0.921928992,4.45696837914632,1.35,7,2.116,66.2,5.8,9,175.1476,0.42,-0.487429083658725
2,1.8,10,11.2,75.4,7.09061506,0.34517696,3.70393239817386,1.75,3.8,2.22,81.4,5.8,13.8,188.7236,0.55,0.7328836574425
0.4,0.2,10,0,46.6,7.82674234,0.50951296,4.12211629852615,1.43,3.8,2.116,71,5,10.6,108.0996,0.42,-0.262519920956919
1.2,0.2,9.2,11.2,72.2,8.32433514,1.759884,4.93757420531283,1.39,5.4,2.18,70.2,5.8,10.6,179.0308,0.5,-0.355718638659681
2,0.2,6,11.2,69.8,7.42408714,0.108117312,3.79758109389221,1.39,6.2,1.876,62.2,5.8,8.2,171.9292,0.12,-0.574648507858882
1.2,0.2,8.4,0,45.8,7.12439114,0.9741136,4.01144778649331,1.39,5.4,2.18,67.8,5,9.8,105.288,0.5,-0.413415616155334
1.2,0.2,7.6,0,45,7.04567114,0.8968176,3.9420373811952,1.35,7,2.116,65.4,5,9,103.8196,0.42,-0.47331426676007
2,0.2,2.8,0,26.6,6.40646314,0.203304184,3.30568473593971,1.59,3,1.444,31,4.2,5,58.9283296,0.42,-1.16499322215802
2,1.8,10,0,49.8,7.03240554,0.94945616,3.95912729397226,1.47,3.8,1.924,82.2,5,13.8,117.9316,0.18,0.584905975142675
2,0.2,4.4,11.2,68.2,7.19692794,0.322887384,3.86607312448352,1.47,4.6,1.556,57.4,5.8,6.6,167.721904,0.28,-1.0621582732592
2,0.2,6,0,44.2,6.85277514,0.5014,3.7208955602739,1.39,6.2,1.876,63,5,8.2,101.3636,0.12,-0.571497293555666
2,0.2,3.6,0,27.4,6.61976714,0.120236,3.36726975607252,1.43,3.8,1.588,56.6,4.2,5.8,61.2572,0.24,-1.10788659565785
2,1,10,11.2,74.6,6.04390098,0.315842552,3.13152207373385,1.83,3,1.652,78.2,5.8,13,186.47024,0.16,0.697426543943067
2,0.2,4.4,0,28.2,6.55422074,0.4819296,3.50842388688295,1.39,4.6,1.66,59,4.2,6.6,63.7168,0.15,-0.972493225958687
2,0.2,5.2,11.2,69,7.44849514,0.713000656,4.08556703663183,1.39,5.4,2.244,59.8,5.8,7.4,170.0356,0.58,-0.965545751455437
2,0.2,2.8,0,41,6.13107914,0.30883376,3.21767143012139,1.75,3,1.332,35.8,5,5,94.08828,0.56,-1.12100833315978
2,0.2,10,0,33.8,8.67262874,-0.4362,4.3067120591981,1.39,2.2,1.676,76.6,4.2,12.2,75.2908,0.13,0.480388954442816
2,0.2,3.6,0,41.8,6.46457194,0.4064312,3.42696469543209,1.55,3.8,1.42,55,5,5.8,95.9428,0.45,-1.09170589045877
2,0.5,8.5,7,63,7.37668785,0.93152856,4.03232070331982,1.45,4.5,1.99,72.5,5.5,11,153.5175,0.42,-0.423579476259846
2,0.5,5.5,0,53,5.68162785,0.4282731,3.0402660768041,1.75,3,1.44,56,5.5,8,126.861735,0.68,-0.340624620060197
2,0.5,7.5,0,37,6.61019685,-0.1105,3.36338163444329,1.475,5,1.665,69.5,4.5,10,84.8780225,0.23,0.346797658640782
1.5,0.5,7.5,0,45.5,6.43939285,0.523119,3.45337761459349,1.5,4.5,1.97,67.5,5,9.5,105.379,0.38,-0.379310228158801
1.5,0.5,7,0,45,6.27260285,0.6082035,3.41202931186675,1.5,4,1.69,66,5,9,103.86219,0.18,-0.586845602460898
2,0.5,9,0,38.5,6.71311685,0.7280806,3.65936014227255,1.45,3.5,1.845,73,4.5,11.5,86.7557,0.13,-0.0499871760611939
2,0.5,8,7,62.5,7.11229285,0.68833062,3.8627291254392,1.425,5.5,1.99,71,5.5,10.5,152.524,0.42,-0.641193947160872
2,1.5,10,7,65.5,6.6015178,0.3278606,3.44079612880428,1.675,3.5,2.055,80.5,5.5,13.5,161.009,0.55,0.769738211541181
1,0.5,10,0,47.5,7.06159735,0.4305706,3.67870263990197,1.475,3.5,1.99,74,5,11.5,110.619,0.42,0.314541148142808
1.5,0.5,9.5,7,63.5,7.37259285,1.2120525,4.11803995386979,1.45,4.5,2.03,73.5,5.5,11.5,154.951,0.5,0.0569184598398635
1.5,0.5,9,0,47,6.62262785,0.720946,3.61666054618364,1.45,4.5,2.03,72,5,11,108.86175,0.5,-0.143658011255837
1.5,0.5,8.5,0,46.5,6.57342785,0.672636,3.57742053079918,1.425,5.5,1.99,70.5,5,10.5,107.944,0.42,-0.364692544956569
2,0.5,5.5,0,35,6.17392285,0.239190115,3.20466715266029,1.575,3,1.57,49,4.5,8,79.886956,0.42,-0.558337324057874
2,1.5,10,0,49.5,6.56513685,0.7055351,3.58710591053125,1.5,3.5,1.87,81,5,13.5,116.764,0.18,0.575411106842722
2,0.5,6.5,7,61,6.66796335,0.313929615,3.53417722436937,1.5,4,1.64,65.5,5.5,9,147.88294,0.28,-0.671305112055933
2,0.5,7.5,0,46,6.45286785,0.4255,3.4506364756925,1.45,5,1.84,69,5,10,106.409,0.12,-0.484924275758175
2,0.5,6,0,35.5,6.30723785,0.1872725,3.24185232126435,1.475,3.5,1.66,65,4.5,8.5,81.3425,0.24,-0.59685735095897
2,1,10,7,65,5.9473215,0.309526595,3.09807342919559,1.725,3,1.7,78.5,5.5,13,159.60065,0.16,0.621375760144503
2,0.5,6.5,0,36,6.26627135,0.413331,3.32613269046279,1.45,4,1.705,66.5,4.5,9,82.87975,0.15,-0.532889918161317
2,0.5,7,7,61.5,6.82519285,0.55775041,3.65828256041749,1.45,4.5,2.07,67,5.5,9.5,149.329,0.58,-0.553657102055666
2,0.5,5.5,0,44,6.00180785,0.3051461,3.15107030239168,1.675,3,1.5,52,5,8,101.861925,0.56,-0.524067579356569
2,0.5,10,0,39.5,7.59027635,-0.1605,3.78081721219819,1.45,2.5,1.715,77.5,4.5,12.5,90.1135,0.13,0.521237187241269
2,0.5,6,0,44.5,6.21024085,0.3661445,3.27765359658944,1.55,3.5,1.555,64,5,8.5,103.021,0.45,-0.597338992359227
2,0.8,9.4,2.8,54.6,6.42248856,0.552011424,3.40575403731734,1.51,3.6,1.864,76.4,5.2,12.2,130.2978,0.42,-0.19088608906074
2,0.8,8.2,0,50.6,5.74446456,0.35070924,3.04197675665595,1.63,3,1.644,69.8,5.2,11,119.635494,0.68,0.128452289945045
2,0.8,9,0,44.2,6.11589216,0.1352,3.16739125435321,1.52,3.8,1.734,75.2,4.8,11.8,102.842009,0.23,0.322866062841996
1.8,0.8,9,0,47.6,6.04757056,0.3886476,3.20102364140911,1.53,3.6,1.856,74.4,5,11.6,111.0424,0.38,-0.196135981356719
1.8,0.8,8.8,0,47.4,5.98085456,0.4226814,3.18563750139959,1.53,3.4,1.744,73.8,5,11.4,110.435676,0.18,-0.177501897759583
2,0.8,9.6,0,44.8,6.15706016,0.47063224,3.276071074612,1.51,3.2,1.806,76.6,4.8,12.4,103.59308,0.13,0.205453431340203
2,0.8,9.2,2.8,54.4,6.31673056,0.454732248,3.34771867943433,1.5,4,1.864,75.8,5.2,12,129.9004,0.42,-0.425189845859649
2,1.2,10,2.8,55.6,6.11242054,0.31054424,3.19635369312666,1.6,3.2,1.89,79.6,5.2,13.2,133.2944,0.55,0.759329040841323
1.6,0.8,10,0,48.4,6.29645236,0.35162824,3.28298673127208,1.52,3.2,1.864,77,5,12.4,113.1384,0.42,0.530727429443715
1.8,0.8,9.8,2.8,54.8,6.42085056,0.664221,3.43453128125564,1.51,3.6,1.88,76.8,5.2,12.4,130.8712,0.5,0.01643295474517
2,0.8,9,2.8,54.2,6.19578856,0.251279328,3.21636873217976,1.51,3.8,1.804,74.8,5.2,11.8,129.0958,0.12,-0.483326967560942
1.8,0.8,9.6,0,48.2,6.12086456,0.4677784,3.26072635180819,1.51,3.6,1.88,76.2,5,12.2,112.4355,0.5,0.184129230344325
1.8,0.8,9.4,0,48,6.10118456,0.4484544,3.24652874050201,1.5,4,1.864,75.6,5,12,112.0684,0.42,-0.0759111894576279
2,0.8,8.2,0,43.4,5.94138256,0.275076046,3.1067365401439,1.56,3,1.696,67,4.8,11,100.8455824,0.42,0.250460107840837
2,1.2,10,0,49.2,6.09786816,0.46161404,3.25004170311943,1.53,3.2,1.816,79.8,5,13.2,115.5964,0.18,0.524444320942195
2,0.8,8.6,2.8,53.8,6.13899876,0.304971846,3.23077403118696,1.53,3.4,1.724,73.6,5.2,11.4,128.043976,0.28,-0.410617469557991
2,0.8,9,0,47.8,6.05296056,0.3496,3.20000706671356,1.51,3.8,1.804,75,5,11.8,111.4544,0.12,-0.172468063857167
2,0.8,8.4,0,43.6,5.99470856,0.254309,3.12110618816152,1.52,3.2,1.732,73.4,4.8,11.2,101.4278,0.24,0.102663109043561
2,1,10,2.8,55.4,5.85074202,0.303210638,3.06498205878636,1.62,3,1.748,78.8,5.2,13,132.73106,0.16,0.677423591741018
2,0.8,8.6,0,43.8,5.97832196,0.3447324,3.15331300642645,1.51,3.4,1.75,74,4.8,11.4,102.0427,0.15,-0.0649473146577009
2,0.8,8.8,2.8,54,6.20189056,0.402500164,3.27568515504956,1.51,3.6,1.896,74.2,5.2,11.6,128.6224,0.58,-0.482021909559052
2,0.8,8.2,0,47,5.87253656,0.30145844,3.08584772132567,1.6,3,1.668,68.2,5,11,109.63557,0.56,0.181627687842621
2,0.8,10,0,45.2,6.50792396,0.1152,3.31913965818177,1.51,2.8,1.754,78.4,4.8,12.8,104.9362,0.13,0.515584022244212
2,0.8,8.4,0,47.2,5.95590976,0.3258578,3.13484790594879,1.55,3.2,1.69,73,5,11.2,110.0992,0.45,0.115304293439323
2,0,7,14,77,8.96702,1.56405712,5.34307628524046,1.35,6,2.2,66,6,9,192.217,0,-0.32411982735627
2,0,2.2,2.8,61,6.254924,0.758848384,3.40064908940694,1.83,3.6,1.32,39.6,6,4.2,149.567776,1.1,-0.659003797859413
1.2,0,5.4,2.8,49,7.467348,0.910601824,4.16959411453724,1.43,6,2.168,58,5.2,6.6,115.1954,0.04,-0.802259080656739
1.2,0,4.6,2.8,48.2,7.200484,1.046737024,4.09000345885957,1.43,5.2,1.72,55.6,5.2,5.8,112.768504,0.6,-1.09720354245925
2,0,7.8,2.8,37.8,7.9053064,1.238540384,4.57458303767862,1.35,4.4,1.968,66.8,4.4,9.8,85.39812,0.29,-0.334398519465111
2,0,6.2,14,76.2,8.543988,1.174940416,4.98808765397188,1.31,7.6,2.2,63.6,6,8.2,190.6274,0,-0.264479957058001
2,1.6,9.4,14,81,7.72674792,0.598188384,4.14531535671704,1.71,4.4,2.304,78.8,6,13,204.2034,0.13,-0.37695004885515
0.4,0,9.4,2.8,52.2,8.4628752,0.762524384,4.61333257671729,1.39,4.4,2.2,68.4,5.2,9.8,123.5794,0,-0.427294374358979
1.2,0,8.6,14,77.8,8.960468,2.012895424,5.5259653735323,1.35,6,2.264,67.6,6,9.8,194.5106,0.0799999999999996,-0.413313029260252
2,0,5.4,14,75.4,8.06022,0.361128736,4.25012379671157,1.35,6.8,1.96,59.6,6,7.4,187.409,0.3,-0.627686896458698
1.2,0,7.8,2.8,51.4,7.760524,1.227125024,4.48947613628631,1.35,6,2.264,65.2,5.2,9,120.7678,0.0799999999999996,-0.239029285755322
1.2,0,7,2.8,50.6,7.681804,1.149829024,4.41179436781233,1.31,7.6,2.2,62.8,5.2,8.2,119.2994,0,-0.395664405957149
2,0,2.2,2.8,32.2,7.042596,0.456315608,3.69961009739594,1.55,3.6,1.528,28.4,4.4,4.2,74.4081296,0.84,-1.15643973175881
2,1.6,9.4,2.8,55.4,7.6685384,1.202467584,4.43092081782925,1.43,4.4,2.008,79.6,5.2,13,133.4114,0.24,-0.167566069157118
2,0,3.8,14,73.8,7.8330608,0.575898808,4.32677775140114,1.43,5.2,1.64,54.8,6,5.8,183.201704,0.7,-1.11518346435966
2,0,5.4,2.8,49.8,7.488908,0.754411424,4.16429995168061,1.35,6.8,1.96,60.4,5.2,7.4,116.8434,0.3,-0.650840246659726
2,0,3,2.8,33,7.2559,0.373247424,3.7685339605383,1.39,4.4,1.672,54,4.4,5,76.737,0.66,-1.05809779055832
2,0.8,9.4,14,80.2,6.68003384,0.568853976,3.50469316031452,1.79,3.6,1.736,75.6,6,12.2,201.95004,0.58,1.05186230194252
2,0,3.8,2.8,33.8,7.1903536,0.734941024,3.92650887023185,1.35,5.2,1.744,56.4,4.4,5.8,79.1966,0.57,-1.03342482065906
2,0,4.6,14,74.6,8.084628,0.96601208,4.57242788399613,1.35,6,2.328,57.2,6,6.6,185.5154,0.16,-0.856663616660597
2,0,2.2,2.8,46.6,6.767212,0.561845184,3.60110859440307,1.71,3.6,1.416,33.2,5.2,4.2,109.56808,0.98,-0.086833974956761
2,0,9.4,2.8,39.4,9.3087616,-0.183188576,4.81992588330019,1.35,2.8,1.76,74,4.4,11.4,90.7706,0.55,-0.393888454956112
2,0,3,2.8,47.4,7.1007048,0.659442624,3.83534250946524,1.51,4.4,1.504,52.4,5.2,5,111.4226,0.87,-1.08923863435754
2,0,4,7,67,7.27196,1.06080166,4.02854206571888,1.65,4.5,1.65,49.5,6,6,165.561235,1.1,-0.848195706158521
2,0,6,7,51,8.200529,0.52202856,4.45669032088937,1.375,6.5,1.875,63,5,8,123.5775225,0.65,0.187797733045073
1.5,0,6,7,59.5,8.029725,1.15564756,4.57594060445724,1.4,6,2.18,61,5.5,7.5,144.0785,0.04,-0.605153013456373
1.5,0,5.5,7,59,7.862935,1.24073206,4.52115152591191,1.4,5.5,1.9,59.5,5.5,7,142.56169,0.6,-0.735502208956831
2,0,7.5,7,52.5,8.303449,1.36060916,4.84888029348291,1.35,5,2.055,66.5,5,9.5,125.4552,0.29,-0.296902184861182
2,0,6.5,14,76.5,8.702625,1.32085918,5.11835687311523,1.325,7,2.2,64.5,6,8.5,191.2235,0,-0.203481286257528
2,1,8.5,14,79.5,8.19184995,0.96038916,4.55926935152389,1.575,5,2.265,74,6,11.5,199.7085,0.13,-0.386561381756991
1,0,8.5,7,61.5,8.6519295,1.06309916,4.87451030854992,1.375,5,2.2,67.5,5.5,9.5,149.3185,0,-0.361580106756236
1.5,0,8,14,77.5,8.962925,1.84458106,5.45665963549955,1.35,6,2.24,67,6,9.5,193.6505,0.0799999999999996,-0.387020029555941
2,0,6,14,76,8.40027,0.81222688,4.63097837744609,1.35,6.5,2.05,62,6,8,189.212,0.3,-0.387656231759109
1.5,0,7.5,7,61,8.21296,1.35347456,4.79230066700029,1.35,6,2.24,65.5,5.5,9,147.56125,0.0799999999999996,-0.246115130058541
1.5,0,7,7,60.5,8.16376,1.30516456,4.74030520060284,1.325,7,2.2,64,5.5,8.5,146.6435,0,-0.29163242825868
2,0,4,7,49,7.764255,0.871718675,4.24638373911358,1.475,4.5,1.78,42.5,5,6,118.586456,0.84,-0.775222257757349
2,1,8.5,7,63.5,8.155469,1.33806366,4.75313893248269,1.4,5,2.08,74.5,5.5,11.5,155.4635,0.24,-0.17633997165737
2,0,5,14,75,8.2582955,0.946458175,4.68300512402652,1.4,5.5,1.85,59,6,7,186.58244,0.7,-0.65169862975651
2,0,6,7,60,8.0432,1.05802856,4.57230842454547,1.35,6.5,2.05,62.5,5.5,8,145.1085,0.3,-0.456469739859102
2,0,4.5,7,49.5,7.89757,0.81980106,4.29565640543881,1.375,5,1.87,58.5,5,6.5,120.042,0.66,-0.521716787959093
2,0.5,8.5,14,79,7.53765365,0.942055155,4.10514041103928,1.625,4.5,1.91,72,6,11,198.30015,0.58,-0.295485696259647
2,0,5,7,50,7.8566035,1.04585956,4.40733314821494,1.35,5.5,1.915,60,5,7,121.57925,0.57,-0.684479775659355
2,0,5.5,14,75.5,8.415525,1.19027897,4.84745243035425,1.35,6,2.28,60.5,6,7.5,188.0285,0.16,-0.559357887060259
2,0,4,7,58,7.59214,0.93767466,4.17536457156621,1.575,4.5,1.71,45.5,5.5,6,140.561425,0.98,-0.762607876556075
2,0,8.5,7,53.5,9.1806085,0.47202856,5.0098184821196,1.35,4,1.925,71,5,10.5,128.813,0.55,-0.459237137553799
2,0,4.5,7,58.5,7.800573,0.99867306,4.3430953269049,1.45,5,1.765,57.5,5.5,6.5,141.7205,0.87,-0.503276449358026
2,0,5.8,11.2,73,8.288996,1.362754936,4.77236867097536,1.47,5.4,1.98,59.4,6,7.8,181.554694,1.1,-0.587452960658055
2,0,6.6,11.2,66.6,8.6604236,1.147245696,4.96912369824074,1.36,6.2,2.07,64.8,5.6,8.6,164.761209,0.65,-0.301848262056382
1.8,0,6.6,11.2,70,8.592102,1.400693296,5.02188746442158,1.37,6,2.192,64,5.8,8.4,172.9616,0.04,-0.328603446955611
1.8,0,6.4,11.2,69.8,8.525386,1.434727096,4.9977491036047,1.37,5.8,2.08,63.4,5.8,8.2,172.354876,0.6,-0.470152303957519
2,0,7.2,11.2,67.2,8.7015916,1.482677936,5.13962472795291,1.35,5.6,2.142,66.2,5.6,9.2,165.51228,0.29,-0.261986033662623
